Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic
File,"POLYH.C",4,0,4,0,1,0.00,0.00,0,0,,,,7,,,,,,,57,12,33,32,45,6,0,5,,28,43,24,0,19,,2,1,,0.18,8
File,"PRINT.C",8,0,8,0,1,0.00,0.00,0,0,,,,1,,,,,,,64,6,49,17,3,5,0,3,,39,31,28,0,3,,1,0,,0.10,1
File,"PRISM.C",5,0,5,0,1,0.00,0.00,0,0,,,,26,,,,,,,380,61,252,370,80,55,8,18,,205,248,173,0,75,,4,3,,0.22,37
File,"PRISM.H",0,0,0,0,0,0.00,0.00,0,0,,,,0,,,,,,,415,67,71,0,0,124,0,194,,75,105,105,0,0,,0,0,,1.75,0
Function,"PReadPix",,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,2,2,2,1,0,1,1,,0,,0.00,
File,"PSYM.C",17,0,17,1,3,0.00,0.00,0,0,,,,3,,,,,,,133,22,81,16,18,19,0,13,,83,42,25,0,17,,6,1,,0.23,8
Function,"PShadePix",,,,,,,,,,,,,,,,,,,1,12,0,12,2,4,0,0,0,0,6,8,1,0,7,6,,3,,0.00,
Function,"PSmearPix",,,,,,,,,,,,,,,,,,,2,6,0,6,1,2,0,0,0,2,4,3,0,0,3,2,,1,,0.00,
Function,"PThinFrame",,,,,,,,,,,,,,,,,,,4,6,0,6,2,4,0,0,0,3,5,5,1,0,4,1,,0,,0.00,
Function,"PWritePix",,,,,,,,,,,,,,,,,,,4,6,0,4,3,2,0,0,2,2,2,4,2,0,2,2,,1,,0.00,
Function,"PaintDivider",,,,,,,,,,,,,,,,,,,4,13,1,12,5,8,0,0,0,4,8,12,4,0,8,2,,1,,0.00,
Function,"PaintIt",,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,4,4,7,3,0,4,1,,0,,0.00,
Function,"PaintOb",,,,,,,,,,,,,,,,,,,4,31,0,31,5,12,0,0,0,4,27,25,4,2,19,11,,2,,0.00,
Function,"PaintSym",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,3,3,3,0,0,3,1,,0,,0.00,
Function,"PaintWith",,,,,,,,,,,,,,,,,,,3,4,0,4,2,1,0,0,0,2,3,2,1,0,1,1,,0,,0.00,
Function,"PaletteTool",,,,,,,,,,,,,,,,,,,25,177,38,120,5,173,32,0,0,47,107,103,10,1,92,23,,1,,0.27,
Struct,"Pane0",0,0,0,0,0,,,,,,,,,0,7,0,0,7,,7,0,7,1,0,0,0,0,,,7,7,0,0,,0,0,0,0.00,0
Static Function,"PaneDelete",,,,,,,,,,,,,,,,,,,4,10,0,10,4,3,0,0,0,4,10,10,3,1,6,5,,2,,0.00,
Function,"PaneFakeMove",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
Function,"PaneInit",,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,,0,,0.00,
Function,"PaneInstall",,,,,,,,,,,,,,,,,,,4,5,0,5,2,3,0,0,0,5,4,4,1,0,3,1,,0,,0.00,
Function,"PanePaint",,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,0,0,2,3,2,0,0,2,2,,1,,0.00,
Static Function,"PanePaintList",,,,,,,,,,,,,,,,,,,4,4,0,4,1,2,0,0,0,2,3,3,0,0,3,2,,1,,0.00,
Function,"PaneRefrAll",,,,,,,,,,,,,,,,,,,8,3,0,3,1,1,1,0,0,2,1,2,0,0,2,2,,1,,0.33,
Function,"PaneRefresh",,,,,,,,,,,,,,,,,,,3,5,0,5,3,0,0,0,0,1,6,4,4,0,0,1,,0,,0.00,
Function,"PaneRemove",,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,2,2,1,0,0,1,1,,0,,0.00,
Function,"PaneReset",,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,,0,,0.00,
Function,"PaneStop",,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,,0,,0.00,
Function,"Panic",,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,0,0,1,1,1,0,0,1,1,,0,,0.00,
Function,"PatHLine",,,,,,,,,,,,,,,,,,,6,11,0,8,3,5,0,1,2,1,8,10,2,0,8,5,,1,,0.00,
Function,"PauseCCyc",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,4,3,4,0,0,4,2,,1,,0.00,
Function,"PenWPaint",,,,,,,,,,,,,,,,,,,3,13,0,13,6,6,0,0,0,4,10,12,5,0,7,2,,1,,0.00,
Function,"PlugChProc",,,,,,,,,,,,,,,,,,,4,1,0,1,1,1,0,0,0,2,2,1,0,0,1,1,,0,,0.00,
Function,"PopGrDest",,,,,,,,,,,,,,,,,,,10,6,0,6,1,4,0,0,0,6,4,4,0,0,4,1,,0,,0.00,
Static Function,"PrepBend",,,,,,,,,,,,,,,,,,,2,8,0,8,2,6,0,0,0,6,9,14,2,0,12,4,,1,,0.00,
Function,"PrintPic",,,,,,,,,,,,,,,,,,,0,8,0,8,5,3,0,0,0,4,5,7,4,0,3,1,,0,,0.00,
Function,"PushGrDest",,,,,,,,,,,,,,,,,,,11,8,0,8,1,6,0,0,0,6,8,6,0,0,6,1,,0,,0.00,
File,"RANDOM.C",3,0,3,0,1,0.00,0.00,0,0,,,,2,,,,,,,36,9,16,4,3,9,0,1,,15,8,6,0,2,,1,0,,0.56,2
File,"REMAP.C",11,0,10,1,2,0.00,0.00,0,0,,,,1,,,,,,,171,28,80,8,3,31,21,11,,79,13,9,0,4,,2,1,,0.39,2
File,"REQCOM.C",0,0,0,0,0,0.00,0.00,0,0,,,,0,,,,,,,74,11,26,1,0,16,6,15,,20,2,2,0,0,,0,0,,0.62,0
Function,"RGBSetsCurrentColor",,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
File,"ROT90.C",30,1,29,2,6,0.00,0.00,0,0,,,,2,,,,,,,79,7,60,17,28,11,0,3,,56,58,23,1,34,,7,4,,0.18,11
File,"ROTATE.C",4,0,4,0,1,0.00,0.00,0,0,,,,8,,,,,,,202,32,137,26,15,12,6,17,,135,52,37,0,15,,2,1,,0.09,9
Function,"RadSM",,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,,0,,0.00,
Function,"Rand16",,,,,,,,,,,,,,,,,,,2,5,0,5,0,1,0,0,0,3,4,2,0,0,2,1,,0,,0.00,
Function,"Random",,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,1,,0,,0.00,
Static Function,"Readable",,,,,,,,,,,,,,,,,,,3,3,0,3,1,2,0,0,0,1,2,1,0,0,1,2,,0,,0.00,
Function,"RecChange",,,,,,,,,,,,,,,,,,,3,4,0,4,2,2,0,0,0,2,3,3,1,0,2,2,,0,,0.00,
Function,"RecPnt",,,,,,,,,,,,,,,,,,,5,6,0,6,1,4,0,0,0,1,5,5,0,0,5,2,,1,,0.00,
Function,"RecTempChg",,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,1,2,1,0,0,1,1,,0,,0.00,
Function,"RedoNames",,,,,,,,,,,,,,,,,,,0,4,0,4,2,1,0,0,0,2,2,2,1,0,1,1,,0,,0.00,
Function,"RelocBoxBM",,,,,,,,,,,,,,,,,,,4,5,0,5,3,3,0,0,0,3,4,5,2,0,3,1,,0,,0.00,
Function,"RemoveMag",,,,,,,,,,,,,,,,,,,6,12,0,12,4,10,0,0,0,9,10,14,3,0,11,2,,1,,0.00,
Function,"RepaintEverything",,,,,,,,,,,,,,,,,,,3,9,0,8,2,6,1,0,0,7,6,7,1,0,6,1,,0,,0.13,
Function,"ResetCursor",,,,,,,,,,,,,,,,,,,3,5,0,5,1,3,0,0,0,3,2,3,0,0,3,2,,1,,0.00,
Static Function,"ResetRange",,,,,,,,,,,,,,,,,,,7,20,3,14,3,18,7,0,0,6,12,15,2,0,13,4,,1,,0.50,
Function,"ResizeWins",,,,,,,,,,,,,,,,,,,4,16,2,9,3,3,0,3,2,2,7,5,2,0,3,2,,0,,0.00,
Function,"RestoreBrush",,,,,,,,,,,,,,,,,,,13,14,0,14,3,10,0,0,0,5,12,13,2,0,11,2,,1,,0.00,
Function,"RestoreMode",,,,,,,,,,,,,,,,,,,10,5,0,5,2,3,0,0,0,4,3,4,1,0,3,1,,0,,0.00,
Function,"RestorePalette",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,2,1,2,1,0,1,1,,0,,0.00,
Function,"ResumeCCyc",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,3,2,3,0,0,3,2,,1,,0.00,
Function,"RevertIMode",,,,,,,,,,,,,,,,,,,4,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
Function,"RmvCP",,,,,,,,,,,,,,,,,,,5,7,0,7,2,5,0,0,0,3,5,6,1,0,5,1,,0,,0.00,
File,"SHADE.C",18,0,18,0,8,0.00,0.00,0,0,,,,1,,,,,,,195,24,86,20,36,23,51,14,,80,44,27,2,15,,8,1,,0.27,8
File,"SHEAR.C",7,0,7,0,2,0.00,0.00,0,0,,,,6,,,,,,,137,18,69,60,86,8,35,6,,60,63,30,0,33,,5,2,,0.12,12
File,"SPARE.C",7,0,7,0,2,0.00,0.00,0,0,,,,9,,,,,,,109,18,82,85,34,5,0,3,,66,82,43,1,38,,4,2,,0.06,17
File,"STRETCH.C",6,0,6,0,2,0.00,0.00,0,0,,,,8,,,,,,,237,29,171,32,118,25,4,14,,155,79,39,0,40,,5,2,,0.15,16
File,"SYMREQ.C",13,0,12,0,3,0.00,0.00,0,0,,,,4,,,,,,,376,69,240,287,23,59,2,25,,121,95,69,1,25,,6,2,,0.25,10
File,"SYSTEM.H",0,0,0,0,0,0.00,0.00,0,0,,,,0,,,,,,,76,20,0,0,0,22,0,33,,0,0,0,0,0,,0,0,,0.00,0
Function,"SaveBrsAs",,,,,,,,,,,,,,,,,,,1,13,0,13,2,7,1,0,0,5,8,8,1,0,7,3,,2,,0.08,
Function,"SaveBrsNamed",,,,,,,,,,,,,,,,,,,2,24,0,24,4,12,0,0,0,8,25,19,3,0,16,3,,1,,0.00,
Function,"SaveBrush",,,,,,,,,,,,,,,,,,,6,9,0,9,1,4,0,0,0,4,7,6,1,0,5,2,,1,,0.00,
Function,"SaveCurPic",,,,,,,,,,,,,,,,,,,2,20,0,20,7,7,0,0,0,2,12,15,6,0,9,6,,4,,0.00,
Function,"SavePic",,,,,,,,,,,,,,,,,,,1,10,0,10,2,7,1,0,0,8,6,9,1,0,8,3,,2,,0.10,
Function,"SavePicAs",,,,,,,,,,,,,,,,,,,2,8,0,8,3,5,1,0,0,6,6,8,2,0,6,2,,1,,0.13,
Function,"SavePicNamed",,,,,,,,,,,,,,,,,,,3,28,0,28,3,14,0,0,0,9,26,19,3,0,16,3,,1,,0.00,
Function,"SaveSizeBM",,,,,,,,,,,,,,,,,,,1,3,0,3,2,0,0,0,0,1,3,1,1,0,0,1,,0,,0.00,
Function,"ScreenDest",,,,,,,,,,,,,,,,,,,6,1,0,1,1,1,0,0,0,2,1,2,1,0,1,1,,0,,0.00,
Function,"SelPen",,,,,,,,,,,,,,,,,,,4,29,0,29,9,21,2,0,0,8,23,38,9,0,29,11,,3,,0.07,
Function,"SetAirBRad",,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,0,0,3,5,3,0,0,3,2,,0,,0.00,
Function,"SetBGCol",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,2,2,2,1,0,1,1,,0,,0.00,
Function,"SetClipBox",,,,,,,,,,,,,,,,,,,5,5,0,5,1,2,0,0,0,3,4,2,0,0,2,1,,0,,0.00,
Function,"SetColReg",,,,,,,,,,,,,,,,,,,5,3,0,3,1,1,0,0,0,2,2,1,0,0,1,1,,0,,0.00,
Function,"SetCurWin",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,2,2,1,0,0,1,1,,0,,0.00,
Function,"SetCurrentColor",,,,,,,,,,,,,,,,,,,7,8,0,8,1,6,2,0,0,7,7,7,0,0,7,2,,1,,0.25,
Function,"SetCursor",,,,,,,,,,,,,,,,,,,4,5,0,5,1,3,0,0,0,4,4,6,0,0,6,3,,1,,0.00,
Function,"SetCycPaint",,,,,,,,,,,,,,,,,,,5,6,0,6,2,4,0,0,0,4,6,6,1,0,5,2,,1,,0.00,
Function,"SetEveryTime",,,,,,,,,,,,,,,,,,,1,5,0,5,1,1,0,0,0,2,3,1,0,0,1,1,,0,,0.00,
Function,"SetFGCol",,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,2,2,2,1,0,1,1,,0,,0.00,
Function,"SetMagContext",,,,,,,,,,,,,,,,,,,4,7,0,7,1,5,0,0,0,4,6,6,0,0,6,2,,1,,0.00,
Function,"SetModeMenu",,,,,,,,,,,,,,,,,,,5,13,0,13,5,7,0,0,0,6,12,15,5,0,10,4,,2,,0.00,
Function,"SetNextIMode",,,,,,,,,,,,,,,,,,,3,1,0,1,1,1,0,0,0,2,2,1,0,0,1,1,,0,,0.00,
Function,"SetPaintCursor",,,,,,,,,,,,,,,,,,,4,5,0,5,1,3,0,0,0,2,4,4,0,0,4,3,,1,,0.00,
Function,"SetPeriodicCall",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,2,2,1,0,0,1,1,,0,,0.00,
Function,"SetXorFgPen",,,,,,,,,,,,,,,,,,,1,9,0,9,1,0,0,0,0,1,8,0,0,0,0,1,,0,,0.00,
Static Function,"SetXorFgPen",,,,,,,,,,,,,,,,,,,1,9,0,9,1,0,0,0,0,0,8,0,0,0,0,1,,0,,0.00,
Function,"SharingBitMap",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,,0,,0.00,
Static Function,"ShowBMOB",,,,,,,,,,,,,,,,,,,5,14,0,14,1,9,0,0,0,3,8,9,0,0,9,3,,1,,0.00,
Function,"ShowFB",,,,,,,,,,,,,,,,,,,4,5,0,5,2,4,0,0,0,4,6,9,1,0,8,3,,1,,0.00,
Function,"ShowPallet",,,,,,,,,,,,,,,,,,,4,23,0,23,13,17,1,0,0,15,25,37,12,4,21,6,,2,,0.04,
Function,"SimpleOps",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,2,2,1,0,0,1,1,,0,,0.00,
Function,"SizeAirBrush",,,,,,,,,,,,,,,,,,,1,8,0,8,1,3,0,0,0,4,6,3,0,0,3,1,,0,,0.00,
Function,"SizeAirOrPen",,,,,,,,,,,,,,,,,,,1,8,0,8,3,6,0,0,0,7,6,8,2,0,6,1,,0,,0.00,
Static Function,"SizePenBM",,,,,,,,,,,,,,,,,,,3,8,0,8,3,5,0,0,0,4,4,8,2,0,6,3,,2,,0.00,
Function,"SolidPattern",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,2,1,2,1,0,1,1,,0,,0.00,
Function,"SpecSymCenter",,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,1,1,2,1,0,1,1,,0,,0.00,
Function,"SplatOp",,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,0,0,0,1,1,0,0,0,0,1,,0,,0.00,
Static Function,"StartCCyc",,,,,,,,,,,,,,,,,,,2,6,0,6,3,4,0,0,0,3,5,8,2,0,6,2,,1,,0.00,
Static Function,"StartText",,,,,,,,,,,,,,,,,,,0,5,0,5,1,2,0,0,0,2,3,2,0,0,2,1,,0,,0.00,
Static Function,"StartVBlank",,,,,,,,,,,,,,,,,,,2,10,0,10,2,4,0,0,0,3,8,5,1,0,4,1,,0,,0.00,
Static Function,"StopCCyc",,,,,,,,,,,,,,,,,,,3,6,0,6,3,4,0,0,0,3,4,7,2,0,5,2,,1,,0.00,
Static Function,"StopVBlank",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,2,1,2,1,0,1,1,,0,,0.00,
Function,"StrBrTo",,,,,,,,,,,,,,,,,,,10,12,0,11,5,9,1,0,0,7,10,18,5,0,13,5,,1,,0.09,
Function,"Stroke3",,,,,,,,,,,,,,,,,,,3,4,0,4,1,3,0,0,0,2,3,2,0,0,2,1,,0,,0.00,
Function,"StuffReqNames",,,,,,,,,,,,,,,,,,,3,30,0,25,3,23,0,3,2,8,23,31,5,0,26,8,,2,,0.00,
Function,"SwapHidScr",,,,,,,,,,,,,,,,,,,2,9,0,9,4,5,0,0,0,5,5,8,3,0,5,2,,1,,0.00,
Function,"SwapSpare",,,,,,,,,,,,,,,,,,,2,15,0,15,5,7,0,0,0,5,13,12,4,0,8,3,,1,,0.00,
Function,"SymCenter",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,2,4,1,0,0,1,1,,0,,0.00,
Function,"SymDo",,,,,,,,,,,,,,,,,,,4,33,0,33,4,3,3,0,0,1,32,6,4,0,2,1,,0,,0.09,
Static Function,"SymHandleEvent",,,,,,,,,,,,,,,,,,,0,23,1,16,2,7,0,2,4,3,12,12,1,1,10,6,,2,,0.00,
Static Function,"SymInitReq",,,,,,,,,,,,,,,,,,,0,13,0,13,3,11,0,0,0,5,11,13,2,0,11,1,,0,,0.00,
Function,"SymPts",,,,,,,,,,,,,,,,,,,2,5,0,5,2,3,0,0,0,4,4,6,1,0,5,2,,1,,0.00,
Static Function,"SzPen",,,,,,,,,,,,,,,,,,,2,2,0,2,1,2,0,0,0,2,1,2,1,0,1,1,,0,,0.00,
Static Function,"TBlink",,,,,,,,,,,,,,,,,,,0,3,0,3,1,2,0,0,0,4,3,4,0,0,4,2,,1,,0.00,
Static Function,"TBlinkClear",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,4,3,4,0,0,4,2,,1,,0.00,
Static Function,"TBlinkShow",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,3,2,3,0,0,3,2,,1,,0.00,
File,"TEXT.C",5,0,5,0,2,0.00,0.00,0,0,,,,14,,,,,,,200,35,143,49,45,11,6,7,,143,124,55,5,64,,11,2,,0.08,27
File,"TIMER.C",4,0,4,0,1,0.00,0.00,0,0,,,,3,,,,,,,63,7,28,7,4,24,0,4,,22,17,13,0,4,,2,1,,0.86,4
Function,"TempErase",,,,,,,,,,,,,,,,,,,3,6,0,6,2,2,0,0,0,3,4,3,1,0,2,1,,0,,0.00,
Function,"TempXOR",,,,,,,,,,,,,,,,,,,8,1,0,1,1,1,0,0,0,2,1,2,1,0,1,1,,0,,0.00,
Function,"TimerSigBit",,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,0,0,1,2,1,0,0,1,1,,0,,0.00,
Function,"TmpAllocBitMap",,,,,,,,,,,,,,,,,,,1,19,0,15,3,1,0,2,2,1,10,4,3,0,1,1,,0,,0.00,
Function,"TogBoth",,,,,,,,,,,,,,,,,,,2,17,0,17,3,13,0,0,0,10,11,14,2,0,12,2,,1,,0.00,
Function,"TogColCyc",,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,0,0,4,3,5,0,0,5,3,,1,,0.00,
Static Function,"TogCoords",,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,,0,,0.00,
Function,"TogCursor",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,3,2,2,0,0,2,1,,0,,0.00,
Static Function,"TogFFB",,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,1,2,2,1,0,1,1,,0,,0.00,
Function,"TogGridFixed",,,,,,,,,,,,,,,,,,,1,10,0,10,3,2,0,0,0,1,7,4,2,0,2,2,,1,,0.00,
Function,"TogGridSt",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,3,2,3,1,0,2,1,,0,,0.00,
Static Function,"TogMidHandle",,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,,0,,0.00,
Function,"TogSymSt",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,3,2,3,1,0,2,1,,0,,0.00,
Function,"TogTitle",,,,,,,,,,,,,,,,,,,2,6,0,6,1,4,0,0,0,5,4,4,0,0,4,1,,0,,0.00,
Function,"ToggleMag",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,2,2,4,1,1,2,2,,1,,0.00,
Function,"ToglMagw",,,,,,,,,,,,,,,,,,,0,4,0,4,2,2,0,0,0,4,3,5,1,0,4,2,,1,,0.00,
Function,"TrackDown",,,,,,,,,,,,,,,,,,,2,9,0,9,1,6,0,0,0,7,9,12,0,0,12,4,,2,,0.00,
Function,"TrackUp",,,,,,,,,,,,,,,,,,,2,9,0,9,1,6,0,0,0,7,9,12,0,0,12,4,,2,,0.00,
Function,"TryOpenLib",,,,,,,,,,,,,,,,,,,2,5,0,5,2,1,0,0,0,2,5,4,1,0,3,2,,1,,0.00,
Function,"TurnSymOn",,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,2,1,2,0,0,2,2,,1,,0.00,
File,"UNPACKER.C",0,0,0,0,0,0.00,0.00,0,0,,,,0,,,,,,,58,9,31,1,0,17,0,3,,26,1,1,0,0,,0,0,,0.55,0
Function,"UnDisplay",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,3,2,2,0,0,2,1,,0,,0.00,
Function,"UnFixMenCols",,,,,,,,,,,,,,,,,,,1,10,0,10,2,4,0,0,0,4,6,5,1,0,4,2,,1,,0.00,
Function,"UnZZZCursor",,,,,,,,,,,,,,,,,,,13,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
Function,"Undo",,,,,,,,,,,,,,,,,,,1,7,0,7,3,4,0,0,0,5,9,16,2,0,14,5,,1,,0.00,
Function,"UndoHPoly",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,2,2,2,0,0,2,1,,0,,0.00,
Function,"UndoOff",,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
Function,"UndoOn",,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
Function,"UndoSave",,,,,,,,,,,,,,,,,,,21,13,0,13,6,9,0,0,0,10,11,19,5,0,14,4,,1,,0.00,
Function,"UpdtCach",,,,,,,,,,,,,,,,,,,8,8,0,8,4,5,0,0,0,6,6,9,3,0,6,2,,1,,0.00,
Function,"UpdtDisplay",,,,,,,,,,,,,,,,,,,6,1,0,1,1,1,0,0,0,4,3,3,0,0,3,1,,0,,0.00,
Function,"UpdtOFF",,,,,,,,,,,,,,,,,,,12,1,0,1,1,1,0,0,0,3,2,2,0,0,2,1,,0,,0.00,
Function,"UpdtON",,,,,,,,,,,,,,,,,,,7,1,0,1,1,1,0,0,0,3,2,2,0,0,2,1,,0,,0.00,
Function,"UpdtSibs",,,,,,,,,,,,,,,,,,,4,12,0,12,2,8,0,0,0,3,9,10,1,0,9,3,,1,,0.00,
Function,"UseBrPalette",,,,,,,,,,,,,,,,,,,1,5,0,5,3,3,0,0,0,3,2,5,2,0,3,2,,1,,0.00,
Function,"UseBrush",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
Function,"UsePen",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
Function,"UserBr",,,,,,,,,,,,,,,,,,,3,5,0,5,2,4,0,0,0,5,4,5,1,0,4,1,,0,,0.00,
Function,"UserPaintMode",,,,,,,,,,,,,,,,,,,3,8,0,8,5,5,0,0,0,6,9,13,4,0,9,3,,1,,0.00,
Static Function,"VLine",,,,,,,,,,,,,,,,,,,7,4,0,4,1,2,1,0,0,2,3,2,0,0,2,1,,0,,0.25,
Function,"VTypeOps",,,,,,,,,,,,,,,,,,,2,5,0,5,1,2,0,0,0,3,4,2,0,0,2,1,,0,,0.00,
Static Function,"WInvertGadget",,,,,,,,,,,,,,,,,,,4,17,1,14,4,10,2,0,0,3,10,13,5,0,8,2,,1,,0.14,
Function,"WaitRefrMessage",,,,,,,,,,,,,,,,,,,2,17,0,17,2,9,0,0,0,5,11,13,2,3,8,4,,3,,0.00,
Struct,"Winrec",0,0,0,0,0,,,,,,,,,0,8,0,0,8,,10,0,10,1,0,7,0,0,,,8,8,0,0,,0,0,0,0.70,0
Function,"XHTypeOps",,,,,,,,,,,,,,,,,,,3,5,0,5,2,2,0,0,0,3,5,3,1,0,2,2,,0,,0.00,
Function,"XorCol",,,,,,,,,,,,,,,,,,,3,14,0,14,4,9,0,0,0,6,12,13,3,0,10,2,,1,,0.00,
Function,"XorMode",,,,,,,,,,,,,,,,,,,5,4,0,4,2,2,0,0,0,3,3,3,1,0,2,1,,0,,0.00,
Function,"XorScreenBox",,,,,,,,,,,,,,,,,,,3,8,0,8,6,5,0,0,0,6,7,10,5,0,5,1,,0,,0.00,
Function,"ZZZCursor",,,,,,,,,,,,,,,,,,,13,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
Function,"ZapBrushName",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
Function,"ZapPicName",,,,,,,,,,,,,,,,,,,2,1,0,1,1,1,0,0,0,2,1,1,0,0,1,1,,0,,0.00,
Static Function,"_SetCC",,,,,,,,,,,,,,,,,,,8,30,3,23,4,16,5,0,0,9,16,26,4,0,22,6,,2,,0.22,
Static Function,"_Undo",,,,,,,,,,,,,,,,,,,6,15,1,11,2,7,5,0,0,5,10,11,2,0,9,2,,1,,0.45,
Static Function,"abDoDot",,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,2,1,0,1,1,,0,,0.00,
Function,"afillproc",,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,0,1,1,2,1,0,1,1,,0,,0.00,
Static Function,"airbsplat",,,,,,,,,,,,,,,,,,,0,5,0,5,3,1,0,0,0,2,3,3,2,0,1,1,,0,,0.00,
Static Function,"beginHbend",,,,,,,,,,,,,,,,,,,2,7,0,7,1,2,0,0,0,2,8,2,0,0,2,1,,0,,0.00,
Static Function,"beginVbend",,,,,,,,,,,,,,,,,,,2,7,0,7,1,1,0,0,0,1,8,1,0,0,1,1,,0,,0.00,
Function,"beginrot",,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,1,,0,,0.00,
Static Function,"beginshr",,,,,,,,,,,,,,,,,,,1,5,0,4,1,4,1,0,0,2,2,2,0,0,2,1,,0,,0.25,
Function,"beginstr",,,,,,,,,,,,,,,,,,,1,4,0,4,1,3,0,0,0,2,2,2,0,0,2,1,,0,,0.00,
Function,"cDspPaint",,,,,,,,,,,,,,,,,,,2,16,0,16,6,7,0,0,0,6,15,13,5,0,8,2,,1,,0.00,
